====================================================================================================================================================================================
DEGRADED DATA EXPERIMENT - FULL RESULTS
Win comparison: Traffic vs GNN only  (Shortest path and Classifier are recorded but NOT included in wins/losses)
Date: 20260514_215944
Routes: 20, Scenarios: 6, Levels: 12
Runs per level: 120
====================================================================================================================================================================================

SUMMARY BY DEGRADATION LEVEL
(Wins = Traffic vs GNN comparison only; Ties = within 2-second threshold)

   Level |   GNN W | Traffic | Ties |  Win % |      Avg Times |        Δ |    Impr | Compute Times
  ------------------------------------------------------------------------------------------------------------------------
   minor |  35/119 |  20/119 |  64 |   29.4% | T: 881.1s G: 869.7s | Δ:  29.4s |    +1.3% | T:0.082s G:0.514s
     90% |   6/119 |  65/119 |  48 |    5.0% | T: 843.4s G: 876.9s | Δ:  34.1s |    +3.8% | T:0.093s G:0.523s
     80% |  15/119 |  61/119 |  43 |   12.6% | T: 847.7s G: 877.9s | Δ:  35.6s |    +3.4% | T:0.095s G:0.516s
     70% |  13/119 |  65/119 |  41 |   10.9% | T: 854.0s G: 888.3s | Δ:  41.1s |    +3.9% | T:0.095s G:0.530s
     60% |  20/119 |  63/119 |  36 |   16.8% | T: 861.6s G: 892.5s | Δ:  40.6s |    +3.5% | T:0.089s G:0.484s
     50% |  33/119 |  51/119 |  35 |   27.7% | T: 871.9s G: 895.8s | Δ:  43.7s |    +2.7% | T:0.088s G:0.485s
     40% |  39/119 |  50/119 |  30 |   32.8% | T: 891.9s G: 901.7s | Δ:  48.8s |    +1.1% | T:0.087s G:0.480s
     30% |  41/119 |  49/119 |  29 |   34.5% | T: 893.7s G: 900.6s | Δ:  43.3s |    +0.8% | T:0.086s G:0.483s
     20% |  45/119 |  44/119 |  30 |   37.8% | T: 922.4s G: 916.8s | Δ:  73.8s |    +0.6% | T:0.087s G:0.497s
     10% |  52/119 |  45/119 |  22 |   43.7% | T: 944.8s G: 944.7s | Δ:  72.4s |    +0.0% | T:0.092s G:0.518s
      5% |  62/119 |  35/119 |  22 |   52.1% | T: 967.8s G: 939.5s | Δ:  73.2s |    +2.9% | T:0.085s G:0.499s
      0% |  47/119 |  40/119 |  32 |   39.5% | T: 961.7s G: 955.4s | Δ:  34.6s |    +0.7% | T:0.081s G:0.494s


DETAILED RESULTS (per route)
   Level | Route                          | Scenario                            | Dist(km) |    Winner | Short(s)  Traf(s)   GNN(s)   Cls(s)
      5% | Pilaite to Fabijoniskes        | Vingis park concert congestions + road closure |    10.76 |       GNN |     1030     1151     1074     1209
      5% | Lazdynai to Jeruzale           | Vingis park concert congestions + road closure |     9.79 |   TRAFFIC |     1078      862     1001     1035
      5% | South to Northeast             | Vingis park concert congestions + road closure |    11.13 |       GNN |     1716     1445     1364     1287
      5% | Ring road W to E               | Vingis park concert congestions + road closure |    16.35 |   TRAFFIC |     1920     1105     1115     1876
      5% | Grigiskes to Verkiai           | Vingis park concert congestions + road closure |    24.31 |   TRAFFIC |     1923     1736     1835     1855
      5% | Salininkai to Seskine          | Vingis park concert congestions + road closure |     9.30 |       TIE |     1079     1104     1104      741
      0% | Old Town loop                  | Normal traffic                      |     1.53 |   TRAFFIC |      333      328      333      328
      0% | Gediminas Ave                  | Normal traffic                      |     1.08 |   TRAFFIC |      237      234      237      234
      0% | Station to centre              | Normal traffic                      |     1.69 |       TIE |      453      453      453      421
      0% | Uzupis internal                | Normal traffic                      |     2.14 |       TIE |      368      368      368      368
      0% | Zirmunai to Naujamiestis       | Normal traffic                      |     5.68 |       TIE |     1053     1057     1058     1091
      0% | Antakalnis to centre           | Normal traffic                      |     3.93 |   TRAFFIC |      673      652      673      756
      0% | Seskine to Old Town            | Normal traffic                      |     6.05 |       GNN |      759      780      741      779
      0% | Karoliniskes to Uzupis         | Normal traffic                      |     7.56 |       GNN |     1114     1116     1059     1161
      0% | Justiniskes to centre          | Normal traffic                      |     6.61 |   TRAFFIC |      785      801      807      808
      0% | Fabijoniskes to river          | Normal traffic                      |     6.13 |       GNN |      669      757      669     1039
      0% | West to East                   | Normal traffic                      |    13.05 |       GNN |     1523     1556     1523     1707
      0% | North to South                 | Normal traffic                      |    11.58 |       TIE |     1221     1221     1221     1107
      0% | Pilaite to Pasilaiciai         | Normal traffic                      |     9.88 |       GNN |      929     1002      929     1108
      0% | Lazdynai to Antakalnis         | Normal traffic                      |    10.11 |       GNN |     1404     1116     1079     1220
      0% | Pilaite to Fabijoniskes        | Normal traffic                      |    10.76 |       GNN |     1030     1087     1085     1209
      0% | Lazdynai to Jeruzale           | Normal traffic                      |     9.79 |   TRAFFIC |     1078      838     1001     1035
      0% | South to Northeast             | Normal traffic                      |    11.13 |       TIE |     1716     1461     1461     1287
      0% | Ring road W to E               | Normal traffic                      |    16.35 |   TRAFFIC |     1920     1105     1115     1876
      0% | Grigiskes to Verkiai           | Normal traffic                      |    24.31 |   TRAFFIC |     1923     1736     1835     1855
      0% | Salininkai to Seskine          | Normal traffic                      |     9.30 |       GNN |     1079     1104     1022      741
      0% | Old Town loop                  | all bridges old town destroyed_optimistic |     1.53 |   TRAFFIC |      333      328      333      328
      0% | Gediminas Ave                  | all bridges old town destroyed_optimistic |     1.08 |   TRAFFIC |      237      234      237      234
      0% | Station to centre              | all bridges old town destroyed_optimistic |     1.69 |       TIE |      453      453      453      421
      0% | Uzupis internal                | all bridges old town destroyed_optimistic |     2.14 |       TIE |      368      368      368      368
      0% | Zirmunai to Naujamiestis       | all bridges old town destroyed_optimistic |     7.05 |   TRAFFIC |     1095     1010     1095     1335
      0% | Antakalnis to centre           | all bridges old town destroyed_optimistic |     6.43 |   TRAFFIC |     1045     1025     1045     1350
      0% | Seskine to Old Town            | all bridges old town destroyed_optimistic |     6.73 |       TIE |      892      892      892     1010
      0% | Karoliniskes to Uzupis         | all bridges old town destroyed_optimistic |     7.84 |       GNN |     1161     1213     1161     1165
      0% | Justiniskes to centre          | all bridges old town destroyed_optimistic |     7.18 |       GNN |      887      913      897      898
      0% | Fabijoniskes to river          | all bridges old town destroyed_optimistic |     6.13 |       GNN |      669      757      669     1039
      0% | West to East                   | all bridges old town destroyed_optimistic |    13.05 |       GNN |     1523     1556     1523     1707
      0% | North to South                 | all bridges old town destroyed_optimistic |    11.93 |       TIE |     1375     1375     1375     1500
      0% | Pilaite to Pasilaiciai         | all bridges old town destroyed_optimistic |     9.88 |       GNN |      929     1002      929     1108
      0% | Lazdynai to Antakalnis         | all bridges old town destroyed_optimistic |    10.30 |       GNN |     1116     1116     1079     1031
      0% | Pilaite to Fabijoniskes        | all bridges old town destroyed_optimistic |    10.76 |       GNN |     1030     1087     1085     1209
      0% | Lazdynai to Jeruzale           | all bridges old town destroyed_optimistic |     9.79 |       TIE |     1078     1001     1001     1035
      0% | South to Northeast             | all bridges old town destroyed_optimistic |    11.29 |       TIE |     1657     1461     1461     1287
      0% | Ring road W to E               | all bridges old town destroyed_optimistic |    16.39 |   TRAFFIC |     1109     1105     1115     1115
      0% | Grigiskes to Verkiai           | all bridges old town destroyed_optimistic |    26.28 |       GNN |     2530     2534     2408     2402
      0% | Salininkai to Seskine          | all bridges old town destroyed_optimistic |    10.27 |       TIE |     1221     1221     1221     1118
      0% | Old Town loop                  | Car crashes in Lazdynai             |     1.53 |   TRAFFIC |      333      328      333      328
      0% | Gediminas Ave                  | Car crashes in Lazdynai             |     1.08 |   TRAFFIC |      237      234      237      234
      0% | Station to centre              | Car crashes in Lazdynai             |     1.69 |       TIE |      453      453      453      421
      0% | Uzupis internal                | Car crashes in Lazdynai             |     2.14 |       TIE |      368      368      368      368
      0% | Zirmunai to Naujamiestis       | Car crashes in Lazdynai             |     5.68 |       TIE |     1053     1057     1058     1091
      0% | Antakalnis to centre           | Car crashes in Lazdynai             |     3.93 |   TRAFFIC |      673      652      673      756
      0% | Seskine to Old Town            | Car crashes in Lazdynai             |     6.05 |       GNN |      759      780      741      779
      0% | Karoliniskes to Uzupis         | Car crashes in Lazdynai             |     7.56 |       GNN |     1114     1116     1059     1161
      0% | Justiniskes to centre          | Car crashes in Lazdynai             |     6.61 |   TRAFFIC |      785      801      807      808
      0% | Fabijoniskes to river          | Car crashes in Lazdynai             |     6.13 |       GNN |      669      757      669     1039
      0% | West to East                   | Car crashes in Lazdynai             |    13.05 |       GNN |     1523     1556     1523     1707
      0% | North to South                 | Car crashes in Lazdynai             |    11.58 |       TIE |     1221     1221     1221     1107
      0% | Pilaite to Pasilaiciai         | Car crashes in Lazdynai             |     9.88 |       GNN |      929     1002      929     1108
      0% | Lazdynai to Antakalnis         | Car crashes in Lazdynai             |    10.11 |       GNN |     1404     1116     1079     1220
      0% | Pilaite to Fabijoniskes        | Car crashes in Lazdynai             |    10.76 |       GNN |     1030     1087     1085     1209
      0% | Lazdynai to Jeruzale           | Car crashes in Lazdynai             |     9.79 |   TRAFFIC |     1078      838     1001     1035
      0% | South to Northeast             | Car crashes in Lazdynai             |    11.13 |       TIE |     1716     1461     1461     1287
      0% | Ring road W to E               | Car crashes in Lazdynai             |    16.35 |   TRAFFIC |     1920     1105     1115     1876
      0% | Grigiskes to Verkiai           | Car crashes in Lazdynai             |    24.31 |   TRAFFIC |     1923     1736     1835     1855
      0% | Salininkai to Seskine          | Car crashes in Lazdynai             |     9.30 |       GNN |     1079     1104     1022      741
      0% | Old Town loop                  | Protest at seimas Closure on Gedimino pr. |     1.53 |   TRAFFIC |      333      328      333      328
      0% | Station to centre              | Protest at seimas Closure on Gedimino pr. |     1.69 |       TIE |      453      453      453      421
      0% | Uzupis internal                | Protest at seimas Closure on Gedimino pr. |     2.14 |       TIE |      368      368      368      368
      0% | Zirmunai to Naujamiestis       | Protest at seimas Closure on Gedimino pr. |     5.68 |       TIE |     1053     1057     1058     1091
      0% | Antakalnis to centre           | Protest at seimas Closure on Gedimino pr. |     3.93 |   TRAFFIC |      673      652      673      756
      0% | Seskine to Old Town            | Protest at seimas Closure on Gedimino pr. |     6.65 |   TRAFFIC |      952      952      974      939
      0% | Karoliniskes to Uzupis         | Protest at seimas Closure on Gedimino pr. |     8.49 |       GNN |     1361     1114     1068     1484
      0% | Justiniskes to centre          | Protest at seimas Closure on Gedimino pr. |     6.61 |   TRAFFIC |      785      801      807      808
