data_level,route,scenario,is_crisis,route_distance_km,avg_route_duration_minutes,time_shortest_s,time_traffic_s,time_gnn_s,time_classifier_s,compute_time_shortest_s,compute_time_traffic_s,compute_time_gnn_s,compute_time_classifier_s,winner,seed
60,Salininkai to Seskine,Car crashes in Lazdynai,True,9.3,15.13,1079,737,737,741,0.028,0.083,0.437,0.291,TIE,79918360
60,Old Town loop,Protest at seimas Closure on Gedimino pr.,True,1.53,5.51,333,328,328,328,0.032,0.084,0.493,0.095,TIE,79985718
60,Station to centre,Protest at seimas Closure on Gedimino pr.,True,1.69,7.55,453,453,457,421,0.025,0.076,0.503,0.137,TRAFFIC,79968918
60,Uzupis internal,Protest at seimas Closure on Gedimino pr.,True,2.14,6.13,368,368,368,368,0.121,0.082,0.387,0.071,TIE,79996918
60,Zirmunai to Naujamiestis,Protest at seimas Closure on Gedimino pr.,True,5.68,14.74,1053,716,898,1091,0.028,0.084,0.481,0.305,TRAFFIC,79991818
60,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,11.03,673,650,598,756,0.026,0.077,0.562,0.151,GNN,80001218
60,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,15.52,952,910,903,939,0.03,0.084,0.499,0.292,GNN,80011718
60,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,19.45,1361,973,1078,1484,0.029,0.081,0.488,0.229,TRAFFIC,79998518
60,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,13.22,785,801,746,808,0.028,0.08,0.52,0.295,GNN,80013818
60,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.4,669,699,669,1039,0.028,0.082,0.447,0.307,GNN,80029918
60,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,23.8,1523,1333,1585,1707,0.033,0.087,0.509,0.302,TRAFFIC,80057918
60,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,17.51,1221,880,880,1107,0.035,0.08,0.45,0.317,TIE,80032918
60,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,15.48,929,929,929,1108,0.029,0.081,0.477,0.291,TIE,79997918
60,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,17.11,1116,937,1026,1031,0.032,0.081,0.465,0.313,TRAFFIC,80013118
60,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,17.41,1030,1059,1085,1209,0.033,0.089,0.48,0.176,TRAFFIC,80002918
60,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,15.97,1078,838,838,1035,0.029,0.087,0.49,0.203,TIE,79942918
60,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,22.77,1657,1076,1076,1287,0.032,0.089,0.455,0.307,TIE,79970918
60,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.45,1109,1105,1115,1115,0.037,0.084,0.467,0.314,TRAFFIC,80062918
60,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.18,1923,1699,1782,1855,0.037,0.089,0.455,0.333,TRAFFIC,79975318
60,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,15.11,1079,734,734,741,0.033,0.081,0.473,0.285,TIE,79917918
60,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.55,333,333,333,328,0.027,0.078,0.483,0.084,TIE,79982689
60,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,4.05,237,249,249,234,0.026,0.075,0.476,0.074,TIE,79970689
60,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.55,453,453,453,421,0.025,0.095,0.516,0.121,TIE,79965889
60,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.025,0.091,0.5,0.068,TIE,79993889
60,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,14.74,1053,716,1009,1091,0.03,0.181,0.502,0.404,TRAFFIC,79988789
60,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,10.57,673,596,598,756,0.025,0.075,0.522,0.248,TRAFFIC,79998189
60,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,12.4,759,729,731,779,0.028,0.079,0.516,0.339,TRAFFIC,80008689
60,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,18.04,1114,1051,1094,1161,0.03,0.081,0.468,0.299,TRAFFIC,79995489
60,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,12.8,785,751,736,808,0.028,0.08,0.476,0.194,GNN,80010789
60,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,11.41,669,700,691,911,0.029,0.078,0.478,0.292,GNN,80026889
60,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,25.05,1523,1483,1488,1707,0.033,0.087,0.466,0.304,TRAFFIC,80054889
60,North to South,Shopping spree at Ozas while Ukmerges g. has construction,True,11.58,17.51,1221,880,882,1107,0.053,0.087,0.548,0.306,TRAFFIC,80029889
60,Pilaite to Pasilaiciai,Shopping spree at Ozas while Ukmerges g. has construction,True,9.88,15.48,929,929,929,1108,0.03,0.081,0.487,0.3,TIE,79994889
60,Lazdynai to Antakalnis,Shopping spree at Ozas while Ukmerges g. has construction,True,10.11,19.42,1404,926,1026,1220,0.031,0.084,0.495,0.303,TRAFFIC,80010089
60,Pilaite to Fabijoniskes,Shopping spree at Ozas while Ukmerges g. has construction,True,10.76,17.17,1030,1030,1040,1217,0.033,0.08,0.45,0.298,TRAFFIC,79999889
60,Lazdynai to Jeruzale,Shopping spree at Ozas while Ukmerges g. has construction,True,9.79,16.17,1078,862,862,1035,0.03,0.083,0.49,0.293,TIE,79939889
60,South to Northeast,Shopping spree at Ozas while Ukmerges g. has construction,True,11.13,23.23,1716,1072,1075,1287,0.033,0.082,0.511,0.203,TRAFFIC,79967889
60,Ring road W to E,Shopping spree at Ozas while Ukmerges g. has construction,True,16.35,25.21,1920,1105,1109,1876,0.043,0.085,0.487,0.317,TRAFFIC,80059889
60,Grigiskes to Verkiai,Shopping spree at Ozas while Ukmerges g. has construction,True,24.31,30.28,1923,1711,1789,1855,0.041,0.083,0.478,0.318,TRAFFIC,79972289
60,Salininkai to Seskine,Shopping spree at Ozas while Ukmerges g. has construction,True,9.3,15.07,1079,730,730,737,0.029,0.093,0.471,0.293,TIE,79914889
60,Old Town loop,Vingis park concert congestions + road closure,True,1.53,5.51,333,328,355,328,0.027,0.091,0.456,0.075,TRAFFIC,79985134
60,Gediminas Ave,Vingis park concert congestions + road closure,True,1.08,3.95,237,237,249,237,0.026,0.076,0.501,0.093,TRAFFIC,79973134
60,Station to centre,Vingis park concert congestions + road closure,True,1.69,7.55,453,453,453,421,0.025,0.075,0.486,0.124,TIE,79968334
60,Uzupis internal,Vingis park concert congestions + road closure,True,2.14,6.13,368,368,368,368,0.03,0.186,0.508,0.1,TIE,79996334
60,Zirmunai to Naujamiestis,Vingis park concert congestions + road closure,True,5.68,14.74,1053,716,895,1122,0.029,0.079,0.474,0.209,TRAFFIC,79991234
60,Antakalnis to centre,Vingis park concert congestions + road closure,True,3.93,10.59,673,598,596,756,0.027,0.077,0.504,0.247,GNN,80000634
60,Seskine to Old Town,Vingis park concert congestions + road closure,True,6.05,13.14,759,818,748,774,0.029,0.086,0.551,0.301,GNN,80011134
60,Karoliniskes to Uzupis,Vingis park concert congestions + road closure,True,7.56,17.98,1114,1044,1044,1161,0.029,0.087,0.482,0.293,TIE,79997934
60,Justiniskes to centre,Vingis park concert congestions + road closure,True,6.61,12.97,785,771,802,808,0.029,0.086,0.497,0.185,TRAFFIC,80013234
60,Fabijoniskes to river,Vingis park concert congestions + road closure,True,6.13,11.51,669,712,691,1039,0.029,0.078,0.497,0.297,GNN,80029334
60,West to East,Vingis park concert congestions + road closure,True,13.05,24.83,1523,1457,1488,1707,0.033,0.086,0.474,0.306,TRAFFIC,80057334
60,North to South,Vingis park concert congestions + road closure,True,11.58,17.51,1221,880,880,1107,0.034,0.085,0.487,0.305,TIE,80032334
60,Pilaite to Pasilaiciai,Vingis park concert congestions + road closure,True,9.88,15.48,929,929,929,1108,0.033,0.081,0.481,0.295,TIE,79997334
60,Lazdynai to Antakalnis,Vingis park concert congestions + road closure,True,10.11,19.42,1404,926,940,1220,0.035,0.081,0.488,0.303,TRAFFIC,80012534
60,Pilaite to Fabijoniskes,Vingis park concert congestions + road closure,True,10.76,17.17,1030,1030,1085,1209,0.037,0.085,0.462,0.303,TRAFFIC,80002334
60,Lazdynai to Jeruzale,Vingis park concert congestions + road closure,True,9.79,15.97,1078,838,838,1035,0.029,0.08,0.464,0.294,TIE,79942334
60,South to Northeast,Vingis park concert congestions + road closure,True,11.13,23.23,1716,1072,1101,1287,0.03,0.088,0.444,0.193,TRAFFIC,79970334
60,Ring road W to E,Vingis park concert congestions + road closure,True,16.35,25.16,1920,1099,1126,1876,0.037,0.081,0.488,0.324,TRAFFIC,80062334
60,Grigiskes to Verkiai,Vingis park concert congestions + road closure,True,24.31,30.18,1923,1698,1849,1855,0.036,0.086,0.536,0.327,TRAFFIC,79974734
60,Salininkai to Seskine,Vingis park concert congestions + road closure,True,9.3,15.07,1079,730,733,741,0.031,0.081,0.453,0.353,TRAFFIC,79917334
50,Old Town loop,Normal traffic,False,1.53,5.51,333,328,328,328,0.024,0.171,0.487,0.195,TIE,79982119
50,Gediminas Ave,Normal traffic,False,1.08,3.92,237,234,249,234,0.025,0.078,0.46,0.089,TRAFFIC,79970119
50,Station to centre,Normal traffic,False,1.69,7.28,453,421,421,421,0.025,0.083,0.481,0.1,TIE,79965319
50,Uzupis internal,Normal traffic,False,2.14,6.13,368,368,368,368,0.025,0.074,0.466,0.086,TIE,79993319
50,Zirmunai to Naujamiestis,Normal traffic,False,5.68,15.86,1053,850,951,1091,0.033,0.082,0.432,0.354,TRAFFIC,79988219
50,Antakalnis to centre,Normal traffic,False,3.93,10.59,673,598,695,756,0.028,0.075,0.433,0.227,TRAFFIC,79997619
50,Seskine to Old Town,Normal traffic,False,6.05,12.98,759,799,742,774,0.027,0.175,0.45,0.358,GNN,80008119
50,Karoliniskes to Uzupis,Normal traffic,False,7.56,18.59,1114,1117,1060,1161,0.034,0.092,0.471,0.29,GNN,79994919
50,Justiniskes to centre,Normal traffic,False,6.61,13.57,785,844,736,808,0.028,0.179,0.491,0.436,GNN,80010219
50,Fabijoniskes to river,Normal traffic,False,6.13,11.89,669,758,700,1039,0.031,0.08,0.428,0.295,GNN,80026319
50,West to East,Normal traffic,False,13.05,24.83,1523,1457,1592,1707,0.036,0.166,0.477,0.304,TRAFFIC,80054319
50,North to South,Normal traffic,False,11.58,17.51,1221,880,950,1107,0.036,0.08,0.555,0.309,TRAFFIC,80029319
50,Pilaite to Pasilaiciai,Normal traffic,False,9.88,15.48,929,929,929,1108,0.029,0.102,0.494,0.299,TIE,79994319
50,Lazdynai to Antakalnis,Normal traffic,False,10.11,19.52,1404,938,1069,1220,0.031,0.084,0.487,0.32,TRAFFIC,80009519
50,Pilaite to Fabijoniskes,Normal traffic,False,10.76,17.25,1030,1040,1040,1217,0.031,0.082,0.483,0.299,TIE,79999319
50,Lazdynai to Jeruzale,Normal traffic,False,9.79,16.02,1078,844,838,1035,0.034,0.082,0.483,0.305,GNN,79939319
50,South to Northeast,Normal traffic,False,11.13,23.23,1716,1072,1076,1287,0.031,0.082,0.458,0.302,TRAFFIC,79967319
50,Ring road W to E,Normal traffic,False,16.35,25.29,1920,1115,1118,1876,0.04,0.188,0.485,0.421,TRAFFIC,80059319
50,Grigiskes to Verkiai,Normal traffic,False,24.31,30.2,1923,1701,1839,1855,0.036,0.082,0.579,0.319,TRAFFIC,79971719
50,Salininkai to Seskine,Normal traffic,False,9.3,15.1,1079,733,812,741,0.039,0.077,0.476,0.292,TRAFFIC,79914319
50,Old Town loop,all bridges old town destroyed_optimistic,True,1.53,5.51,333,328,333,328,0.025,0.079,0.467,0.093,TRAFFIC,79980287
50,Gediminas Ave,all bridges old town destroyed_optimistic,True,1.08,4.05,237,249,249,237,0.025,0.081,0.484,0.112,TIE,79968287
50,Station to centre,all bridges old town destroyed_optimistic,True,1.69,7.31,453,424,457,421,0.026,0.082,0.552,0.095,TRAFFIC,79963487
50,Uzupis internal,all bridges old town destroyed_optimistic,True,2.14,6.13,368,368,368,368,0.026,0.084,0.543,0.092,TIE,79991487
50,Zirmunai to Naujamiestis,all bridges old town destroyed_optimistic,True,7.05,16.42,1095,875,1075,1335,0.031,0.081,0.475,0.179,TRAFFIC,79986387
50,Antakalnis to centre,all bridges old town destroyed_optimistic,True,6.43,17.23,1045,1023,1023,1350,0.028,0.08,0.529,0.156,TIE,79995787
50,Seskine to Old Town,all bridges old town destroyed_optimistic,True,6.73,15.07,892,916,879,1010,0.027,0.078,0.478,0.291,GNN,80006287
50,Karoliniskes to Uzupis,all bridges old town destroyed_optimistic,True,7.84,18.9,1161,1107,1174,1165,0.029,0.085,0.502,0.305,TRAFFIC,79993087
50,Justiniskes to centre,all bridges old town destroyed_optimistic,True,7.18,14.88,887,898,873,898,0.028,0.076,0.438,0.296,GNN,80008387
50,Fabijoniskes to river,all bridges old town destroyed_optimistic,True,6.13,11.7,669,735,691,1039,0.026,0.08,0.508,0.29,GNN,80024487
50,West to East,all bridges old town destroyed_optimistic,True,13.05,23.8,1523,1333,1577,1707,0.032,0.088,0.466,0.306,TRAFFIC,80052487
50,North to South,all bridges old town destroyed_optimistic,True,11.93,22.25,1375,1295,1258,1500,0.038,0.084,0.488,0.307,GNN,80027487
50,Pilaite to Pasilaiciai,all bridges old town destroyed_optimistic,True,9.88,15.55,929,937,929,1108,0.03,0.079,0.494,0.195,GNN,79992487
50,Lazdynai to Antakalnis,all bridges old town destroyed_optimistic,True,10.3,17.12,1116,938,1010,1031,0.03,0.082,0.569,0.305,TRAFFIC,80007687
50,Pilaite to Fabijoniskes,all bridges old town destroyed_optimistic,True,10.76,17.5,1030,1070,1074,1217,0.031,0.084,0.487,0.3,TRAFFIC,79997487
50,Lazdynai to Jeruzale,all bridges old town destroyed_optimistic,True,9.79,17.43,1078,1014,1014,1035,0.03,0.081,0.478,0.294,TIE,79937487
50,South to Northeast,all bridges old town destroyed_optimistic,True,11.29,25.96,1657,1458,1456,1287,0.029,0.082,0.511,0.216,GNN,79965487
50,Ring road W to E,all bridges old town destroyed_optimistic,True,16.39,18.4,1109,1099,1115,1115,0.037,0.088,0.494,0.313,TRAFFIC,80057487
50,Grigiskes to Verkiai,all bridges old town destroyed_optimistic,True,26.28,40.02,2530,2273,2360,2402,0.035,0.087,0.48,0.321,TRAFFIC,79969887
50,Salininkai to Seskine,all bridges old town destroyed_optimistic,True,10.27,18.43,1221,991,991,1118,0.031,0.079,0.522,0.288,TIE,79912487
50,Old Town loop,Car crashes in Lazdynai,True,1.53,5.51,333,328,328,328,0.025,0.076,0.492,0.085,TIE,79985160
50,Gediminas Ave,Car crashes in Lazdynai,True,1.08,3.92,237,234,234,234,0.026,0.075,0.498,0.093,TIE,79973160
50,Station to centre,Car crashes in Lazdynai,True,1.69,7.28,453,421,453,421,0.03,0.085,0.49,0.091,TRAFFIC,79968360
50,Uzupis internal,Car crashes in Lazdynai,True,2.14,6.13,368,368,368,368,0.026,0.176,0.491,0.099,TIE,79996360
50,Zirmunai to Naujamiestis,Car crashes in Lazdynai,True,5.68,14.89,1053,734,903,1091,0.03,0.077,0.476,0.3,TRAFFIC,79991260
50,Antakalnis to centre,Car crashes in Lazdynai,True,3.93,10.76,673,618,618,756,0.026,0.083,0.492,0.263,TIE,80000660
50,Seskine to Old Town,Car crashes in Lazdynai,True,6.05,12.65,759,759,741,779,0.027,0.083,0.556,0.292,GNN,80011160
50,Karoliniskes to Uzupis,Car crashes in Lazdynai,True,7.56,18.51,1114,1107,1073,1161,0.031,0.083,0.511,0.293,GNN,79997960
50,Justiniskes to centre,Car crashes in Lazdynai,True,6.61,13.36,785,818,736,808,0.036,0.077,0.464,0.293,GNN,80013260
50,Fabijoniskes to river,Car crashes in Lazdynai,True,6.13,11.15,669,669,669,1039,0.033,0.079,0.497,0.197,TIE,80029360
50,West to East,Car crashes in Lazdynai,True,13.05,23.8,1523,1333,1575,1707,0.039,0.088,0.436,0.254,TRAFFIC,80057360
50,North to South,Car crashes in Lazdynai,True,11.58,17.51,1221,880,950,1107,0.033,0.08,0.495,0.307,TRAFFIC,80032360
50,Pilaite to Pasilaiciai,Car crashes in Lazdynai,True,9.88,15.48,929,929,929,1108,0.029,0.082,0.445,0.297,TIE,79997360
50,Lazdynai to Antakalnis,Car crashes in Lazdynai,True,10.11,19.48,1404,934,1068,1220,0.03,0.083,0.439,0.305,TRAFFIC,80012560
50,Pilaite to Fabijoniskes,Car crashes in Lazdynai,True,10.76,17.32,1030,1049,1085,1209,0.032,0.081,0.464,0.299,TRAFFIC,80002360
50,Lazdynai to Jeruzale,Car crashes in Lazdynai,True,9.79,15.97,1078,838,838,1035,0.029,0.08,0.478,0.29,TIE,79942360
50,South to Northeast,Car crashes in Lazdynai,True,11.13,23.23,1716,1072,1072,1287,0.031,0.08,0.487,0.306,TIE,79970360
50,Ring road W to E,Car crashes in Lazdynai,True,16.35,25.21,1920,1105,1173,1876,0.041,0.086,0.483,0.315,TRAFFIC,80062360
50,Grigiskes to Verkiai,Car crashes in Lazdynai,True,24.31,30.73,1923,1764,1736,1855,0.036,0.084,0.45,0.325,GNN,79974760
50,Salininkai to Seskine,Car crashes in Lazdynai,True,9.3,15.63,1079,797,734,741,0.029,0.083,0.46,0.186,GNN,79917360
50,Old Town loop,Protest at seimas Closure on Gedimino pr.,True,1.53,5.51,333,328,333,328,0.025,0.079,0.463,0.075,TRAFFIC,79984718
50,Station to centre,Protest at seimas Closure on Gedimino pr.,True,1.69,7.28,453,421,424,421,0.025,0.08,0.483,0.128,TRAFFIC,79967918
50,Uzupis internal,Protest at seimas Closure on Gedimino pr.,True,2.14,6.13,368,368,368,368,0.027,0.079,0.572,0.091,TIE,79995918
50,Zirmunai to Naujamiestis,Protest at seimas Closure on Gedimino pr.,True,5.68,15.24,1053,776,958,1091,0.14,0.081,0.478,0.306,TRAFFIC,79990818
50,Antakalnis to centre,Protest at seimas Closure on Gedimino pr.,True,3.93,10.59,673,598,598,756,0.03,0.091,0.459,0.227,TIE,80000218
50,Seskine to Old Town,Protest at seimas Closure on Gedimino pr.,True,6.65,15.68,952,929,920,939,0.029,0.075,0.474,0.294,GNN,80010718
50,Karoliniskes to Uzupis,Protest at seimas Closure on Gedimino pr.,True,8.49,19.71,1361,1004,1088,1484,0.031,0.083,0.521,0.293,TRAFFIC,79997518
50,Justiniskes to centre,Protest at seimas Closure on Gedimino pr.,True,6.61,12.8,785,751,748,808,0.035,0.089,0.484,0.3,GNN,80012818
50,Fabijoniskes to river,Protest at seimas Closure on Gedimino pr.,True,6.13,11.32,669,690,690,992,0.028,0.076,0.509,0.299,TIE,80028918
50,West to East,Protest at seimas Closure on Gedimino pr.,True,13.05,24.83,1523,1457,1585,1707,0.033,0.089,0.528,0.306,TRAFFIC,80056918
50,North to South,Protest at seimas Closure on Gedimino pr.,True,11.58,17.51,1221,880,880,1107,0.033,0.08,0.485,0.311,TIE,80031918
50,Pilaite to Pasilaiciai,Protest at seimas Closure on Gedimino pr.,True,9.88,15.48,929,929,929,1108,0.032,0.092,0.467,0.296,TIE,79996918
50,Lazdynai to Antakalnis,Protest at seimas Closure on Gedimino pr.,True,10.3,17.02,1116,926,1069,1031,0.034,0.09,0.508,0.321,TRAFFIC,80012118
50,Pilaite to Fabijoniskes,Protest at seimas Closure on Gedimino pr.,True,10.76,17.82,1030,1108,1085,1209,0.033,0.082,0.461,0.305,GNN,80001918
50,Lazdynai to Jeruzale,Protest at seimas Closure on Gedimino pr.,True,9.79,15.97,1078,838,842,1035,0.03,0.08,0.463,0.296,TRAFFIC,79941918
50,South to Northeast,Protest at seimas Closure on Gedimino pr.,True,11.29,23.64,1657,1180,1267,1287,0.03,0.088,0.481,0.225,TRAFFIC,79969918
50,Ring road W to E,Protest at seimas Closure on Gedimino pr.,True,16.39,18.45,1109,1105,1115,1115,0.04,0.08,0.479,0.307,TRAFFIC,80061918
50,Grigiskes to Verkiai,Protest at seimas Closure on Gedimino pr.,True,24.31,30.53,1923,1741,1737,1855,0.037,0.086,0.476,0.321,GNN,79974318
50,Salininkai to Seskine,Protest at seimas Closure on Gedimino pr.,True,9.3,15.63,1079,797,816,741,0.03,0.079,0.447,0.191,TRAFFIC,79916918
50,Old Town loop,Shopping spree at Ozas while Ukmerges g. has construction,True,1.53,5.51,333,328,333,328,0.028,0.073,0.472,0.098,TRAFFIC,79981689
50,Gediminas Ave,Shopping spree at Ozas while Ukmerges g. has construction,True,1.08,3.92,237,234,234,234,0.024,0.074,0.489,0.09,TIE,79969689
50,Station to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,1.69,7.55,453,453,453,421,0.025,0.083,0.499,0.123,TIE,79964889
50,Uzupis internal,Shopping spree at Ozas while Ukmerges g. has construction,True,2.14,6.13,368,368,368,368,0.025,0.09,0.491,0.088,TIE,79992889
50,Zirmunai to Naujamiestis,Shopping spree at Ozas while Ukmerges g. has construction,True,5.68,14.74,1053,716,911,1091,0.031,0.182,0.479,0.401,TRAFFIC,79987789
50,Antakalnis to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,3.93,10.57,673,596,596,756,0.026,0.078,0.527,0.248,TIE,79997189
50,Seskine to Old Town,Shopping spree at Ozas while Ukmerges g. has construction,True,6.05,12.56,759,748,731,779,0.028,0.084,0.527,0.297,GNN,80007689
50,Karoliniskes to Uzupis,Shopping spree at Ozas while Ukmerges g. has construction,True,7.56,18.43,1114,1098,1073,1161,0.03,0.076,0.485,0.289,GNN,79994489
50,Justiniskes to centre,Shopping spree at Ozas while Ukmerges g. has construction,True,6.61,13.22,785,801,736,808,0.028,0.078,0.502,0.291,GNN,80009789
50,Fabijoniskes to river,Shopping spree at Ozas while Ukmerges g. has construction,True,6.13,11.5,669,711,669,1039,0.029,0.078,0.483,0.296,GNN,80025889
50,West to East,Shopping spree at Ozas while Ukmerges g. has construction,True,13.05,23.81,1523,1334,1522,1707,0.038,0.09,0.487,0.246,TRAFFIC,80053889
